word,Ambiguity,N,Entropy,Dissimilarity,Dominance
activity,0.5648043162609475,4,0.8437999928476391,0.6693580481730717,0.4806201550387597
actor,0.0,1,0.0,0.0,1.0
actress,0.342024493723037,3,0.5631865819930778,0.6073022771825216,0.7870967741935484
actual,0.0,1,0.0,0.0,1.0
acute,0.7180556093308645,6,0.8673080967193317,0.8279129550928583,0.3806451612903225
ad,0.4989345656317929,3,0.8251813915311497,0.604636229988178,0.5363636363636364
adapt,0.315515774120684,3,0.4333747665869056,0.728043712848272,0.87
add,0.0,1,0.0,0.0,1.0
addict,0.2376204760559189,2,0.266764987803026,0.8907483624926567,0.9545454545454546
addiction,0.3176716911514086,4,0.4167062864807457,0.7623395697585351,0.851063829787234
additional,0.1729485635681769,2,0.1987074223264627,0.8703679084721567,0.9691358024691358
address,0.5938036230074731,4,0.7076587785022725,0.839110092386943,0.6303030303030303
adequate,0.3822290239134606,5,0.7302998546614905,0.5233864165160377,0.4452054794520548
adhere,0.308120836071786,4,0.4539195503502776,0.6788005403909512,0.8308823529411765
adhesive,0.1295483812435563,2,0.1907090044200165,0.6792987129136263,0.9707317073170731
adjacent,0.1355965629556108,3,0.2122428492553584,0.6388745883846894,0.95
adjective,0.0,1,0.0,0.0,1.0
adjust,0.4280491204122608,3,0.598401449408642,0.7153209953539912,0.7520661157024794
adjustment,0.4954766047733562,6,0.6205858388947368,0.7984014035122037,0.6521739130434783
administration,0.4675592437675539,2,0.9182958340544896,0.5091597134914259,0.6666666666666666
administrator,0.2297533926842373,4,0.3696894903049095,0.6214766681485675,0.8739495798319328
admirable,0.6190797745954084,7,0.869831711634975,0.7117236199997332,0.3118279569892473
admiral,0.4834329455480625,2,0.8137000108444913,0.5941169215990743,0.7484662576687117
admiration,0.5199534350630671,5,0.6653361440762458,0.7814898374189061,0.5079365079365079
admire,0.2915325134266013,3,0.3876239630951643,0.7521013693238262,0.8888888888888888
admission,0.8204670683228211,4,0.9937217042638786,0.8256507478928422,0.2947976878612717
adobe,0.5002785789346921,3,0.7228472058109755,0.6920945047763176,0.6779661016949152
adolescence,0.143373423718898,2,0.2035721978224434,0.7042878411321618,0.9681528662420382
adolescent,0.0,1,0.0,0.0,1.0
adopt,0.4289106344186099,6,0.5380285331527832,0.7971893830709026,0.7302631578947368
adoption,0.1557086778096036,2,0.1811664015535456,0.8594787801400487,0.9726027397260274
adorable,0.4913273370150094,3,0.8019544804130464,0.6126623755028483,0.6549707602339181
adoration,0.4841716424052816,3,0.6561244599178145,0.7379265245894482,0.6805555555555556
adore,0.3331897374989864,3,0.4090275952291523,0.8145898745836971,0.8716216216216216
adult,0.5448722312062906,3,0.8019577153704939,0.6794276316109344,0.5214285714285715
adultery,0.6247858039313895,4,0.86666046315652,0.7209118570562418,0.3884892086330935
advance,0.4944965409281972,2,0.5858732928619205,0.8440332525018186,0.859375
advanced,0.7108638044757858,5,0.8706516299837572,0.8164732942486395,0.3298969072164948
advancement,0.5825804514038107,6,0.7713423368312459,0.7552813110156917,0.4961832061068702
advantage,0.607889114871623,4,0.7712845119062787,0.7881515906097822,0.5961538461538461
adventure,0.6063731291888388,4,0.8464005726479689,0.7164138928826538,0.4473684210526316
adventurous,0.6848492357319377,5,0.89357023560681,0.7664190328215967,0.3181818181818182
adversary,0.2229512269416471,4,0.3655977253471601,0.6098266249603705,0.8758169934640523
adversity,0.3768056684084486,7,0.455257353692475,0.8276761821687778,0.7898550724637681
advertise,0.6030451286760473,4,0.9078773283797864,0.6642363564164027,0.4253731343283582
advertisement,0.5406316831553953,5,0.7659186371097719,0.705860462144508,0.5408163265306123
advertising,0.5799174863276763,5,0.7702066146015921,0.7529375564083574,0.5350877192982456
advice,0.6793214499396657,7,0.8940379626486676,0.7598351281718675,0.3603603603603603
advise,0.4816711514780979,6,0.6351314371640288,0.7583802710645887,0.6557377049180327
advisor,0.5357435090330673,5,0.7081566004671355,0.7565325362775185,0.5433070866141733
affair,0.5730858066310835,3,0.7386247240980127,0.7758822415955808,0.5714285714285714
affect,0.4056400766732437,4,0.5389537857541203,0.7526435241672159,0.76
affection,0.2440703810898448,2,0.5032583347756457,0.4849803057879851,0.8888888888888888
affectionate,0.338681186134958,3,0.8885483782362389,0.3811623479716854,0.5511363636363636
affirmative,0.4377275221401752,3,0.6202094743411144,0.7057736784901575,0.7785234899328859
afford,0.4431473834028575,4,0.518199736714197,0.855167133454695,0.7898089171974523
afraid,0.0,1,0.0,0.0,1.0
afternoon,0.5340632498563035,6,0.6901900148793151,0.7737916201956189,0.5865921787709497
aftershave,0.6922767714162603,6,0.8572557001150284,0.8075499192637263,0.3952095808383233
age,0.2153639918752401,2,0.2848886859041499,0.7559583884201664,0.950354609929078
agency,0.5359217919963326,4,0.7097400890752356,0.7550958445853304,0.6224489795918368
agenda,0.6167246077744261,4,0.8919837158151572,0.6914079224090093,0.4044943820224719
aggravate,0.5045177114494457,4,0.6686395275282074,0.7545436527130263,0.6394557823129252
aggression,0.5218729781280276,5,0.7411483481604233,0.7041410527640641,0.5107913669064749
aggressive,0.5560479876793394,7,0.7533501917338246,0.7381002802954135,0.4296296296296296
agile,0.5383588874079668,6,0.6179791278775305,0.8711603080462894,0.559748427672956
agility,0.5785405250672085,7,0.7267957539156455,0.7960152793275069,0.3949579831932773
aging,0.4185460985644531,3,0.4918294232777182,0.8509984941021215,0.8387096774193549
agony,0.0,1,0.0,0.0,1.0
agree,0.143015130949983,2,0.2538784402981615,0.5633212918041495,0.9574468085106383
agreeable,0.3062997281954009,3,0.4162638630629311,0.735830696283848,0.8727272727272727
agreement,0.4937217762634325,6,0.611051551977027,0.8079871079060681,0.6081081081081081
agriculture,0.4674019364353278,3,0.7220786928939622,0.647300551913621,0.7102272727272727
aid,0.2962160211563757,3,0.4083193306479864,0.7254518679933492,0.8805031446540881
aide,0.1898900292891369,3,0.2371712928252266,0.8006450824091444,0.9423076923076924
aids,0.5931286998031357,4,0.6636934652470714,0.8936786797837962,0.6206896551724138
ailment,0.147387527413737,2,0.20644741113994,0.7139228658761463,0.9675675675675676
aim,0.5642933604974771,3,0.7654652162937619,0.7371900753762256,0.5573770491803278
aircraft,0.3330322143224518,6,0.5299992945521167,0.6283635049059553,0.7407407407407407
airline,0.0,1,0.0,0.0,1.0
airplane,0.3730897493525363,3,0.6161055691268773,0.6055613973450455,0.7619047619047619
airport,0.3239759710818072,5,0.3868585235799175,0.8374533617194041,0.8496732026143791
airship,0.2710772244666958,2,0.4345673583842649,0.6237864377908398,0.9105691056910568
aisle,0.8289911249112167,5,0.9408647365272208,0.8810949042165876,0.2837837837837837
alarm,0.5827167869129035,6,0.695663043205001,0.8376422933555002,0.5950920245398773
album,0.600611903475742,3,0.7465640915116081,0.8045014625062546,0.531578947368421
alcohol,0.3176132845403899,2,0.5076575881820506,0.6256447100057745,0.8874172185430463
alcoholic,0.4883986911405296,4,0.547398364587163,0.892218031211822,0.7786885245901639
alcoholism,0.5403730512642926,5,0.6082252482608465,0.8884423210141805,0.6866666666666666
ale,0.0,1,0.0,0.0,1.0
alert,0.5795332367250802,5,0.8588053396302229,0.6748132667347069,0.3836477987421384
algebra,0.2760863774011814,2,0.4413357333803407,0.6255699607338427,0.9085365853658536
alibi,0.5847532982041933,5,0.685021060446753,0.8536282049822415,0.5971223021582733
alien,0.4488556459472583,4,0.6075745541715667,0.7387663668029629,0.6962025316455697
align,0.3512915957831948,5,0.4365400605562063,0.8047178885154449,0.8230088495575221
alive,0.3517038446095088,5,0.4655798512681773,0.75541036333835,0.8085106382978723
allegiance,0.4866405629736185,4,0.6963544488493375,0.6988403158445355,0.5974842767295597
allergic,0.5168266378867644,6,0.6565588712002424,0.7871748605604304,0.652542372881356
allergy,0.4077792587579794,6,0.4995064971872988,0.8163642736464253,0.7676056338028169
alley,0.6442663920507483,4,0.7856877320706298,0.8200031205181547,0.5460122699386503
alliance,0.6056066660655592,4,0.8559545173541105,0.7075220164005727,0.4045801526717557
allow,0.2619032016883048,3,0.4287164819333826,0.6109007064696931,0.8609271523178808
allowance,0.6361086721406208,6,0.7234274932617732,0.8792984481036914,0.5827814569536424
alloy,0.4418246050075275,3,0.5187711912336572,0.8516752905203778,0.8291139240506329
allure,0.2648285521320842,3,0.4076548665829645,0.6496391281966635,0.8773584905660378
ally,0.3839667495765388,3,0.4811474047872985,0.7980231125766531,0.8367346938775511
almond,0.6064978400503577,10,0.8089179865068623,0.7497643150072453,0.4444444444444444
alone,0.2127250003790586,3,0.3009519898486306,0.7068403185705888,0.9206349206349206
aloof,0.7490503194249424,4,0.8851687530915641,0.8462231826516573,0.3974358974358974
alpha,0.619936245914038,5,0.7983936384997385,0.7764794407417375,0.5333333333333333
altar,0.6513992731239155,2,0.8265758146026101,0.7880696018635465,0.7401129943502824
alteration,0.7312132050601065,2,0.9370535262287882,0.7803323765323258,0.6466165413533834
alternate,0.3085941467559812,4,0.3553923060298139,0.8683197174507576,0.8802816901408451
alternative,0.705994856351701,4,0.839525833574621,0.8409447668163376,0.4594594594594595
amateur,0.5440222589744939,5,0.7719438148152988,0.7047433356333852,0.5486725663716814
amaze,0.2081785639725612,2,0.3127333763966433,0.6656742761876684,0.943661971830986
amazement,0.4070083550506828,3,0.5099714489107259,0.7981002778097338,0.8120805369127517
amazing,0.0618131857869013,2,0.2460225782203316,0.2512500528774357,0.9591836734693876
ambassador,0.5512766821604704,5,0.8042325281442335,0.6854692677409372,0.4552845528455284
amber,0.5894398649743071,4,0.7174494954142233,0.8215768060914042,0.6612903225806451
ambient,0.7315926434928425,6,0.9520944463229032,0.7684034355187517,0.2516556291390728
ambiguous,0.4119642605689681,4,0.7644052432639716,0.538934373094959,0.5849056603773585
ambition,0.6263569133007889,3,0.9491821143636828,0.6598911882370319,0.4545454545454545
ambitious,0.5973846017665301,4,0.8761166947759254,0.6818550603231188,0.391304347826087
ambulance,0.1728476532404688,2,0.2511988167090251,0.688091032851823,0.958041958041958
ambush,0.6545160247101448,4,0.7629123221074542,0.8579177524648212,0.5803571428571429
amend,0.2687269128726443,3,0.3192801220765293,0.8416650279538299,0.913907284768212
amiable,0.2742954699024827,3,0.4745685232787296,0.5779891763731242,0.852112676056338
ammunition,0.0,1,0.0,0.0,1.0
amount,0.6424518852697529,3,0.8399432919191362,0.7648753093817239,0.4709677419354838
amp,0.608270144449613,3,0.7240834034729563,0.8400553603799472,0.6666666666666666
amphibian,0.3840263222246058,3,0.5838730991721695,0.6577222392487142,0.7616580310880829
ample,0.6595246617942361,5,0.7546114942693694,0.8739923348673633,0.5704697986577181
amuse,0.0,1,0.0,0.0,1.0
amusement,0.4762618941807964,3,0.7222100643225935,0.6594506469907928,0.615819209039548
amusing,0.0,1,0.0,0.0,1.0
analogy,0.0,1,0.0,0.0,1.0
analysis,0.0,1,0.0,0.0,1.0
analyst,0.606666670536226,4,0.8958017044051045,0.6772332175222964,0.4830508474576271
analytical,0.4852936606462104,3,0.6932410152607362,0.7000359903167093,0.6861313868613139
analyze,0.6097226271222246,6,0.9178076059649306,0.6643250972857181,0.25
anarchy,0.5748342113898359,5,0.7836750716805034,0.7335109054281493,0.5238095238095238
anatomy,0.4964528822713412,2,0.8090317922202896,0.6136382859675842,0.751412429378531
ancestor,0.5494697017958046,3,0.7312331414238343,0.7514288818008089,0.5512820512820513
ancestry,0.0,1,0.0,0.0,1.0
anchor,0.4768257232881529,4,0.5611086694169809,0.8497921156406262,0.738562091503268
ancient,0.2513235744944739,3,0.4101769538616716,0.6127198813301211,0.875
anecdote,0.4769867149056014,5,0.5656350204753101,0.8432764903855909,0.6911764705882353
angelic,0.1698248530969955,2,0.2135798153382773,0.7951353119582922,0.9661016949152542
anger,0.0,1,0.0,0.0,1.0
angle,0.5724586642069234,3,0.6648541041754387,0.8610289996132228,0.7482014388489209
angry,0.0,1,0.0,0.0,1.0
anguish,0.2664764732752995,3,0.4650038707715046,0.5730629141498949,0.8562091503267973
animal,0.3139481747442719,4,0.3771243971007721,0.8324790895466282,0.8705035971223022
animation,0.487821886129779,5,0.5891193747572578,0.8280526953145657,0.6987179487179487
ankle,0.3422926501729697,4,0.7635799675881162,0.4482734811052643,0.4514285714285714
anniversary,0.6409875880575717,3,0.9718407651756734,0.6595603014673957,0.4382022471910112
announce,0.4255344581964052,2,0.4854607607459134,0.8765578860432899,0.8947368421052632
announcement,0.6244643929497493,4,0.7994822539962455,0.7810859963787037,0.5543478260869565
annoy,0.4830886125718465,3,0.6607462705425122,0.7311257499421099,0.7545454545454545
annoyance,0.5195521384402684,4,0.6868597974947594,0.7564165792426255,0.5339805825242718
annoyed,0.1696809613658558,2,0.2018399296325871,0.840670930051993,0.968503937007874
annoying,0.5617335501167489,2,0.8960382325345574,0.626908015440161,0.6875
annual,0.4474571003545821,4,0.6362648224073633,0.7032560729376633,0.6956521739130435
anonymous,0.4857185361530785,3,0.5814196053487246,0.8354010282500769,0.8
answer,0.2176082465766668,3,0.343613691433198,0.6332932941904387,0.9047619047619048
ant,0.6488982210951799,7,0.7817180801602136,0.8300923792912501,0.4407894736842105
antelope,0.5744601406889084,3,0.7682938681468077,0.7477088709227326,0.624113475177305
antenna,0.692918919545623,4,0.8400086187369293,0.8248950118958586,0.4642857142857143
anthem,0.5256154551237145,4,0.666908157923762,0.7881376901432364,0.5325443786982249
anthropology,0.4734358586673103,4,0.8298326034771851,0.5705197128716173,0.484375
antibiotic,0.318019683661756,2,0.4305518670104394,0.738632689877629,0.9117647058823528
antibiotics,0.0,1,0.0,0.0,1.0
anticipate,0.4465947727309442,4,0.590073961980963,0.7568454151606038,0.7435897435897436
anticipation,0.713476211451361,3,0.9400439301545984,0.7589817758134171,0.5
antidote,0.5132826813881824,3,0.7320730461927331,0.7011358826248199,0.5209580838323353
antique,0.5982228805442873,5,0.7276741662517571,0.8221026776664724,0.6264367816091954
antiques,0.6582354199987618,5,0.7785228455734592,0.8454927478896348,0.5486111111111112
antiseptic,0.6035433161981706,4,0.7612359942084984,0.7928465295781367,0.5474452554744526
anus,0.427867878034796,3,0.5394446358476482,0.7931636531383286,0.8181818181818182
anxiety,0.1280049062977857,2,0.1811664015535456,0.7065598543665532,0.9726027397260274
anxious,0.1383212603794973,2,0.1821384645788663,0.7594291557212725,0.9724137931034482
apartment,0.0814189199911352,2,0.196832307272661,0.4136461189694334,0.9695121951219512
apartments,0.1860018351519263,2,0.2472944398620567,0.7521472591768741,0.958904109589041
apathy,0.5916750608184113,5,0.8051613186040069,0.7348528141469348,0.3829787234042553
ape,0.2804988544563194,2,0.3265813517843846,0.8588942783282685,0.9402173913043478
apocalypse,0.3462985933798611,4,0.4671569080724164,0.7412896767571284,0.8211382113821138
apologize,0.2962807982631168,3,0.5939957248575406,0.4987928125815628,0.7910447761194029
apology,0.0806168383185052,2,0.1970645647430605,0.4090884549620386,0.9694656488549618
apostle,0.3922905710868265,4,0.6262684445217203,0.6263936408075261,0.6744186046511628
apparel,0.4500309605373485,4,0.5891471561643379,0.7638685103180164,0.7439024390243902
apparent,0.2402040231051908,4,0.3227585753514896,0.744221970999855,0.896
appeal,0.7070589346616433,3,0.95399950632468,0.7411523066564417,0.4552238805970149
appear,0.4794603756828436,3,0.6372631490307797,0.7523742372551434,0.75
appearance,0.4145590818749429,5,0.5982086966969674,0.6930007607110144,0.7047619047619048
appendix,0.7662875675263711,5,0.8520156261822326,0.8993820582375966,0.376
appetite,0.2593379197217929,3,0.3380871739118984,0.7670741150013972,0.905027932960894
applaud,0.442890450294768,5,0.7064069378623365,0.6269622034503259,0.6145251396648045
applause,0.4011980064916293,4,0.6709489613854828,0.5979560735337774,0.6264367816091954
apple,0.1593576216989775,2,0.1792560669283214,0.8889942997728457,0.972972972972973
appliance,0.2196617486615789,3,0.2546838961909102,0.8624877817045851,0.9367088607594936
application,0.4944841584539738,4,0.8178880171722038,0.6045866280858614,0.425531914893617
apply,0.5047405407210714,6,0.5895888113758807,0.85608907594972,0.6934306569343066
appoint,0.594980426719555,6,0.7770856373176618,0.7656561878730688,0.5080645161290323
appraisal,0.6258571567115722,5,0.8423061624584023,0.7430281109245481,0.3762376237623762
appreciate,0.2141344667619709,3,0.3916815331184746,0.5467055468688645,0.8835616438356164
appreciation,0.1882851348599602,3,0.2942896004613747,0.6397954075331742,0.9225352112676056
apprehend,0.6123258795255508,4,0.7889515319747056,0.7761261049749536,0.4342857142857143
apprehension,0.3621887144982641,3,0.5169099866835365,0.7006804353346803,0.8188976377952756
apprehensive,0.2953815034284359,2,0.7266645172796349,0.4064895098142893,0.7976190476190477
apprentice,0.5345568357477779,6,0.7303808479930914,0.7318878051315417,0.5555555555555556
approach,0.5703237282093543,6,0.7655398524696284,0.7449954778572171,0.4587155963302752
appropriate,0.4686923021575302,3,0.7306926905413709,0.6414355969679616,0.7012987012987013
approval,0.3160894147152857,2,0.4005755426366402,0.7890881520992123,0.9204545454545454
approve,0.2055472057538994,3,0.2633335443871467,0.7805583835977571,0.9338842975206612
approximate,0.4788856712784909,6,0.6456826426191407,0.7416734470915058,0.5055555555555555
apricot,0.1447775646104337,2,0.188010937192832,0.7700486300004119,0.971264367816092
apron,0.4870748503982741,3,0.5364959133847247,0.9078817531439228,0.8214285714285714
aptitude,0.3134574784429287,3,0.6278761784218474,0.4992345453060458,0.7666666666666667
aquarium,0.0,1,0.0,0.0,1.0
arcade,0.3121689719447942,4,0.4252535529411519,0.7340772811555867,0.8368794326241135
archaic,0.1522566249280657,2,0.1729043043833542,0.8805831958381467,0.9741935483870968
archery,0.0,1,0.0,0.0,1.0
architect,0.3111511367165916,4,0.4901115315202889,0.6348578164472571,0.8088235294117647
architecture,0.287157611822411,4,0.3915266938575575,0.7334304820781457,0.8571428571428571
area,0.5170533779520213,5,0.633548599691674,0.8161226750460078,0.6666666666666666
arena,0.4616255117923508,5,0.5500116860350015,0.8393012794331318,0.7388535031847133
argue,0.4080602092521197,3,0.5352802441734602,0.7623300386925653,0.8043478260869565
argument,0.4792136145031666,3,0.625062340663657,0.7666653121260895,0.7258064516129032
arise,0.5617263634666072,5,0.6670437736118457,0.8421131950981631,0.6041666666666666
aristocracy,0.5986584614575683,6,0.7518090350540344,0.7962905918183614,0.4857142857142857
aristocrat,0.5995163656611276,5,0.6803715322553022,0.8811602738195776,0.6173913043478261
arithmetic,0.4120742673613742,2,0.5266170655714282,0.7824931896467038,0.8809523809523809
arm,0.3510235921180086,3,0.4937173833944041,0.7109808240995129,0.8402777777777778
armchair,0.2947192217437176,4,0.3386098958125906,0.8703798246547259,0.8888888888888888
armed,0.4585931661423758,4,0.6336860392082047,0.723691446185861,0.650887573964497
armpit,0.6657893507832957,4,0.8469945332536436,0.7860609775434245,0.427027027027027
army,0.1596471184368182,2,0.2351933818192414,0.6787908622340211,0.9615384615384616
aroma,0.2842224711013536,3,0.3486673052287234,0.8151681182579066,0.9015544041450776
arouse,0.5771651365224175,4,0.8607836688714029,0.6705112531690507,0.512
arrange,0.552509764228244,5,0.7472315605883457,0.7394090311083968,0.5714285714285714
arrangement,0.69327686902303,5,0.8637930325252734,0.8025960420128135,0.437956204379562
array,0.6881103022252019,7,0.8659174027222387,0.7946604376606203,0.3684210526315789
arrest,0.5765654942868057,6,0.8449256236648359,0.6823860919094543,0.33
arrival,0.6667506935129999,4,0.8698768168625626,0.76648863446874,0.42
arrive,0.4699897592645407,3,0.8127762476054818,0.5782523303912687,0.6477987421383647
arrogance,0.6341321482098565,4,0.8461628447486533,0.7494209325608252,0.494949494949495
arrogant,0.468366960955113,4,0.8174621762665458,0.5729524552367729,0.5084745762711864
arrow,0.4705279712271931,5,0.6504377559726227,0.7234019964348409,0.6622516556291391
arsenic,0.4070470330528002,4,0.5048669398337502,0.806246162972839,0.8015267175572519
art,0.3391985543402739,3,0.4634367823246669,0.7319197941924338,0.8571428571428571
artery,0.0,1,0.0,0.0,1.0
arthritis,0.3689136747236575,3,0.5164148576774952,0.7143746335703741,0.8170731707317073
article,0.6285608882003312,3,0.7641014273656012,0.8226144667304519,0.6835443037974683
articulate,0.4332255428614866,3,0.514636009164858,0.8418096191219057,0.8244274809160306
artificial,0.1995406392925689,3,0.2341339003770386,0.8522500969369995,0.9432624113475178
artillery,0.0515624348273147,2,0.1551032721030342,0.3324393749286098,0.9775280898876404
artist,0.3652178877063351,4,0.4756076509285116,0.7678974192137856,0.8091603053435115
artistic,0.2250229333626869,3,0.3315322004668786,0.6787362827677054,0.9090909090909092
ascend,0.221012317822865,2,0.4030486085346478,0.5483515217342969,0.9197530864197532
ascertain,0.7243878166094015,5,0.932241902830334,0.7770384643836787,0.3448275862068966
ashamed,0.534729660273223,6,0.7622479490406756,0.7015166927588392,0.5542168674698795
ashtray,0.176223381310825,2,0.1998195294788835,0.8819127027793741,0.9689119170984456
ask,0.2200564865371138,2,0.2863969571159562,0.7683618176432561,0.95
asleep,0.152830358882723,2,0.1831220683013727,0.8345818737215376,0.9722222222222222
asparagus,0.4659711547768167,3,0.6212500819170186,0.7500540737780655,0.7483870967741936
aspect,0.5616608849679309,4,0.6896359381160452,0.8144309974655354,0.5855855855855856
asphalt,0.3156958874943585,3,0.4196505158402003,0.7522828534174211,0.8757062146892656
aspiration,0.4436747103290436,6,0.7024979181922493,0.6315672955597645,0.5444444444444444
aspire,0.5095317659872989,3,0.7418997167873492,0.6867933151312228,0.5066666666666667
aspirin,0.234876859193762,2,0.2936763098513695,0.7997814304893505,0.9482758620689656
ass,0.3681975351746808,3,0.5536875434906865,0.6649915453279006,0.7861635220125787
assassin,0.4027694584845566,2,0.5359423426233068,0.7515163972921015,0.8776978417266187
assassination,0.7364980597214134,2,0.8399762988471634,0.8768081441491027,0.7310344827586207
assault,0.0,1,0.0,0.0,1.0
assemble,0.4658116090360158,5,0.624446691703332,0.7459589669142134,0.5944055944055944
assembly,0.4937165008516933,4,0.6967581554768757,0.708590917767993,0.6178861788617886
assert,0.6911708205517244,8,0.8845809343468002,0.7813539651542509,0.2947368421052631
assertive,0.521307871566287,4,0.8567708750592878,0.6084565742622996,0.3839285714285714
assess,0.651396196689384,9,0.8804974515389995,0.7398047496342265,0.2713178294573643
assessment,0.3163109853314978,3,0.4576453994015194,0.6911704689813335,0.8536585365853658
asset,0.4244575417482967,5,0.5763132708945826,0.736504889240937,0.7282608695652174
assign,0.479983747505714,6,0.6233112667624441,0.7700546630559224,0.6466165413533834
assignment,0.2415046604627226,3,0.3755062122225945,0.6431442479560425,0.8918918918918919
assimilate,0.4363489827563077,4,0.584826705254188,0.7461167194248659,0.7608695652173914
assist,0.0,1,0.0,0.0,1.0
assistance,0.2971862025656837,4,0.3808974305071002,0.7802263254179236,0.8676470588235294
assistant,0.3615213682126879,4,0.5015886510484431,0.7207526874003622,0.8062015503875969
associate,0.5666643871923754,4,0.6736298681669985,0.8412103054965706,0.660377358490566
association,0.3979313621159703,3,0.498567904761162,0.798148774351206,0.8214285714285714
