word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,cnt,log_cnt,frq,log_frq,log_frqN,zipf,max_lem_cat,max_lem_cat_sum_perc,max_lem_lemma,max_lem_code,max_lem_perc,all_lem_cnt,all_lem_frq,all_lem_log_cnt,all_lem_log2_cnt,num_letters,sa_orth_cv_structure,sa_orth_syll_structure,rep_letters,N,NHF,frq_hf_s,hf_s,hf_s_list,P,PHF,avg_frq_Ns,N_TL,frq_hf_tl,hf_tl,hf_tl_list,N_A,frq_hf_A,hf_A,hf_A_list,N_D,frq_hf_D,hf_D,hf_D_list,orth_uniq_point,Lev_N,sa_num_phon,sa_num_syll,sa_init_phon,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_homoph,sa_homoph_list,sa_NP,sa_NPHF,sa_frq_hfp,sa_hfp,sa_hfp_list,sa_pf,sa_pf_hf,sa_avg_frq_Np,sa_phon_uniq_point,familiarity,imageability,concreteness,log_rt,max_dom_scaled
abajo,882.1551155115511,0.0,0,1,0.0,0.0,1.0,19620,4.292721,63.748376,1.811229,1.804491,4.804469,ADVERB,95.356779,abajo,RG,95.356779,19620,48.511522,4.292699,18.427265,5,VCVCV,a·ba·jo,1,8,0,1.322405,atajo,OOOOOO;atajo;abano;abato;abalo;abaja;abajó;abaje;abaño,3,0,0.189669,0,0.0,,,0,0.0,,,1,442.297409,bajo,bajo;OOOOOO,5,1.55,5,3,a,aBaxo,VCVCV,2,1,abajó,21,0,3.587065,ábaco,OOOOOO;ábaco;avaro;atajo;atajó;avaló;navajo;habano;hatajo;abano;abato;abalo;abaja;avalo;abaló;abaje;habado;alhajó;abaño;aballo;lavajo;alhajo,3,0,0.47778,5,,,,2.9455449568865544,100.0
abandonar,965.330985915493,0.0,0,1,0.0,0.0,1.0,13545,4.131811,44.009773,1.653307,1.643581,4.643549,VERB,99.483204,abandonar,VMN0000,99.483204,44175,109.225101,4.645177,21.577665,9,VCVCCVCVC,a·ban·do·nar,1,3,0,4.730766,abandonan,OOOOOO;abandonan;abandonas;abandonad,1,0,1.706888,0,0.0,,,4,2.245165,abandonara,OOOOOO;abandonara;abandonará;abandonaré;abandonare,1,14.205296,abandona,OOOOOO;abandona,10,1.6,9,4,a,aBandonar,VCVCCVCVC,4,0,,8,0,14.205296,abandona,OOOOOO;abandona;abandonan;abandonara;abandonará;abandonas;abandonaré;abandonad;abandonare,2,0,2.924238,10,6.048,4.162,4.219,2.984676246722725,100.0
abanico,933.8082595870206,0.4488704997150766,1,2,0.4873695710236627,0.9210064115662302,0.8941176470588236,2187,3.340047,7.105897,0.908801,0.851817,3.851619,NOUN,100.0,abanico,NCMS000,97.896662,2452,6.062704,3.38952,11.488849,7,VCVCVCV,a·ba·ni·co,1,2,0,0.058485,abanica,OOOOOO;abanica;abanicó,1,0,0.055236,0,0.0,,,1,0.887019,abanicos,OOOOOO;abanicos,0,0.0,,,8,1.85,7,4,a,aBaniko,VCVCVCV,3,1,abanicó,4,0,0.887019,abanicos,OOOOOO;abanicos;abanica;abaniqueo;abaniqué,2,0,0.239625,8,5.166,5.728,6.089,2.970257710971101,89.41176470588236
abastecer,937.1898016997168,0.8387614442909613,1,2,0.9860400318404436,0.8506362999536776,0.5694444444444444,814,2.911158,2.64481,0.561675,0.422928,3.422394,VERB,99.385749,abastecer,VMN0000,99.385749,2184,5.400059,3.339253,11.150608,9,VCVCCVCVC,a·bas·te·cer,1,2,0,0.721312,abastecen,OOOOOO;abastecen;abasteces,1,0,0.36228,0,0.0,,,1,0.061734,abastecerá,OOOOOO;abastecerá,2,1.432876,abastece,OOOOOO;abastece;bastecer,10,1.85,9,4,a,aBasteser,VCVCCVCVC,4,0,,4,0,1.432876,abastece,OOOOOO;abastece;abastecen;abastecerá;abasteces,2,0,0.554793,10,,,,2.971827554050367,56.94444444444444
abdomen,896.260736196319,0.5907080365550084,1,3,0.6562064450808435,0.9001862767169777,0.7538461538461538,1282,3.108227,4.165414,0.713105,0.619997,3.619658,NOUN,100.0,abdomen,NCMS000,98.127925,1290,3.189595,3.11059,9.675768,7,VCCVCVC,ab·do·men,0,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,6,2.55,7,3,a,aBDomen,VCCVCVC,2,0,,0,0,0.0,,,0,0,0.0,8,,,,2.952434371066809,75.38461538461539
abecedario,1150.9303797468351,0.4015970531370974,1,3,0.5055830406438052,0.7943246130758403,0.8372093023255814,159,2.20412,0.516615,0.180875,-0.28411,2.713167,NOUN,100.0,abecedario,NCMS000,88.050314,165,0.407972,2.217484,4.917235,10,VCVCVCVCVV,a·be·ce·da·rio,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.019495,abecedarios,OOOOOO;abecedarios,0,0.0,,,11,3.6,10,5,a,aBeseDarjo,VCVCVCVCVV,4,0,,1,0,0.019495,abecedarios,OOOOOO;abecedarios,1,0,0.019495,11,,,,3.0610490537720643,83.72093023255815
abeja,860.0562248995984,0.2861015720913618,1,2,0.4873695710236627,0.5870320781218223,0.8941176470588236,1705,3.231979,5.539805,0.815565,0.743749,3.743494,NOUN,100.0,abeja,NCFS000,87.917889,6959,17.206508,3.842547,14.765166,5,VCVCV,a·be·ja,1,7,1,7.352833,aleja,aleja;OOOOOO;abeba;aneja;abuja;añeja;abela;abaja,3,1,1.366965,0,0.0,,,2,17.214011,abejas,abejas;OOOOOO;abejar,0,0.0,,,6,1.55,5,3,a,aBexa,VCVCV,2,0,,17,3,20.924543,oveja,oveja;abejas;aleja;OOOOOO;avena;abeba;aneja;aqueja;abuja;abella;añeja;arveja;abela;abejar;abaja;abellá;aveza;aberra,5,3,3.013494,6,5.635,6.593,6.418,2.9345268435290017,89.41176470588236
abejorro,1074.5,0.6628966628772839,1,2,0.8970964164730477,0.7389358052320343,0.6865671641791045,72,1.863323,0.233939,0.091294,-0.624907,2.369103,NOUN,100.0,abejorro,NCMS000,90.277778,153,0.378301,2.184691,4.772877,8,VCVCVCCV,a·be·jo·rro,1,0,0,0.0,,,0,0,0.0,0,0.0,,,2,0.26968,abejorros,abejorros;OOOOOO;abejorreo,0,0.0,,,9,2.75,7,4,a,aBexoRo,VCVCVCV,3,0,,2,1,0.26968,abejorros,abejorros;OOOOOO;abejorreo,1,1,0.139714,8,,,,3.031206419827462,68.65671641791045
aberración,988.3523489932886,0.5996455615923558,1,4,0.8130129476320577,0.7375596702842859,0.5106382978723404,488,2.689309,1.585587,0.412559,0.201079,3.20019,NOUN,100.0,aberración,NCFS000,97.336066,819,2.025022,2.913284,8.487223,10,VCVCCVCVVC,a·be·rra·ción,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,9,2.9,9,4,a,aBeRasjon,VCVCVCVVC,4,0,,0,0,0.0,,,0,0,0.0,10,3.905,2.306,4.177,2.994911798781708,51.06382978723404
aberrante,1064.884476534296,0.0,0,1,0.0,0.0,1.0,248,2.396199,0.80579,0.256667,-0.092031,2.906222,ADJECTIVE,99.193548,aberrante,AQ0CS0,99.193548,386,0.954406,2.586587,6.690434,9,VCVCCVCCV,a·be·rran·te,1,1,0,0.045488,aterrante,OOOOOO;aterrante,1,0,0.045488,0,0.0,,,1,0.451632,aberrantes,OOOOOO;aberrantes,0,0.0,,,10,2.3,8,4,a,aBeRante,VCVCVCCV,3,0,,2,0,0.451632,aberrantes,OOOOOO;aberrantes;aterrante,2,0,0.24856,9,,,,3.0273024961081028,100.0
abertura,974.7033333333334,0.0,0,1,0.0,0.0,1.0,1683,3.226342,5.468324,0.810792,0.738112,3.737854,NOUN,100.0,abertura,NCFS000,98.811646,2189,5.412422,3.340246,11.157242,8,VCVCCVCV,a·ber·tu·ra,1,2,1,53.03267,apertura,apertura;OOOOOO;obertura,2,1,27.314002,0,0.0,,,1,1.65057,aberturas,OOOOOO;aberturas,0,0.0,,,9,2.1,8,4,a,aBertura,VCVCCVCV,3,0,,4,2,53.03267,apertura,apertura;aventura;OOOOOO;aberturas;obertura,4,2,21.027704,9,4.061,4.136,4.19,2.988872451286557,100.0
abierta,833.102766798419,0.0,0,1,0.0,0.0,1.0,16337,4.213199,53.081408,1.733048,1.724969,4.724942,ADJECTIVE,94.47879,abierto,AQ0FSP,94.47879,115522,285.634458,5.062665,25.630574,7,VCVVCCV,a·bier·ta,1,2,1,68.085995,abierto,abierto;OOOOOO;acierta,2,1,35.367027,0,0.0,,,1,18.793099,abiertas,OOOOOO;abiertas,0,0.0,,,8,1.85,7,3,a,aBjerta,VCVVCCV,2,0,,5,1,68.085995,abierto,abierto;OOOOOO;abiertas;acierta;advierta;avienta,5,1,18.093232,8,,,,2.9206985767977205,100.0
abismo,908.4405144694534,0.3857408980243449,1,2,0.5983474220910422,0.6446771286760087,0.8545454545454545,4099,3.612784,13.318277,1.155891,1.124554,4.124448,NOUN,100.0,abismo,NCMS000,93.535009,4987,12.33063,3.697839,13.674016,6,VCVCCV,a·bis·mo,0,3,0,0.090976,abisma,OOOOOO;abisma;abismó;abisme,1,0,0.037907,0,0.0,,,2,2.979473,abismos,OOOOOO;abismos;babismo,0,0.0,,,7,1.75,6,3,a,aBizmo,VCVCCV,2,1,abismó,4,0,2.979473,abismos,OOOOOO;abismos;abisma;babismo;abisme,3,0,0.771674,7,4.614,5.191,3.86,2.9582964945681303,85.45454545454545
abogacía,1040.818897637795,0.0,0,1,0.0,0.0,1.0,894,2.951823,2.904743,0.591592,0.463593,3.463108,NOUN,100.0,abogacía,NCFS000,53.020134,896,2.215409,2.952308,8.716123,8,VCVCVCVV,a·bo·ga·cí·a,1,1,0,0.009747,abogaría,OOOOOO;abogaría,1,0,0.009747,0,0.0,,,1,0.009747,abogacías,OOOOOO;abogacías,0,0.0,,,9,2.4,8,5,a,aBoGasia,VCVCVCVV,4,0,,2,0,0.009747,abogaría,OOOOOO;abogaría;abogacías,2,0,0.009747,9,,,,3.0173751688968315,100.0
abogado,814.5444126074499,0.0,0,1,0.0,0.0,1.0,14561,4.163221,47.310912,1.684045,1.674991,4.674961,NOUN,98.379232,abogado,NCMS000,89.128494,25093,62.043814,4.399553,19.356063,7,VCVCVCV,a·bo·ga·do,1,7,0,4.155666,abogada,OOOOOO;abogada;ahogado;abonado;abocado;azogado;abobado;aboyado,3,0,1.679812,0,0.0,,,3,22.068245,abogados,OOOOOO;abogados;abogando;abrogado,2,0.185202,bogado,OOOOOO;bogado;abogad,8,1.4,7,4,a,aBoGaDo,VCVCVCV,3,0,,13,0,22.068245,abogados,OOOOOO;abogados;abogada;ahogado;abonado;abocado;abollado;azogado;arrogado;avocado;abrogado;abobado;aboyado;abogad,5,0,2.637062,8,5.5,,5.537,2.9109147689692607,100.0
abolengo,1089.4377682403433,0.0,0,1,0.0,0.0,1.0,371,2.570543,1.205436,0.343494,0.082313,3.081144,NOUN,100.0,abolengo,NCMS000,98.921833,381,0.942043,2.580925,6.661174,8,VCVCVCCV,a·bo·len·go,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.032492,abolengos,OOOOOO;abolengos,0,0.0,,,9,2.7,8,4,a,aBoleNgo,VCVCVCCV,3,0,,1,0,0.032492,abolengos,OOOOOO;abolengos,1,0,0.032492,9,,,,3.0372024271644404,100.0
abominable,1122.9324324324325,0.1453833323430168,1,2,0.7732266742876345,0.18802162053832,0.7727272727272727,816,2.912222,2.651309,0.562449,0.423992,3.42346,ADJECTIVE,93.995098,abominable,AQ0CS0,93.995098,1164,2.878054,3.065953,9.400068,10,VCVCVCVCCV,a·bo·mi·na·ble,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,1.1502,abominables,OOOOOO;abominables,0,0.0,,,11,2.6,10,5,a,aBominaBle,VCVCVCVCCV,4,0,,1,0,1.1502,abominables,OOOOOO;abominables,1,0,1.1502,11,,,,3.0503536252689707,77.27272727272727
abono,885.2911051212938,0.857579113031346,1,2,0.9182958340544896,0.9338810884559224,0.6666666666666666,1344,3.128722,4.366861,0.72972,0.640492,3.640169,NOUN,100.0,abono,NCMS000,96.279762,1866,4.613787,3.270912,10.698863,5,VCVCV,a·bo·no,1,8,0,0.922759,abona,OOOOOO;abona;abogo;abonó;abone;abano;aboné;aboco;amono,4,0,0.32126,0,0.0,,,2,1.761041,abonos,OOOOOO;abonos;jabono,1,16.148289,bono,bono;OOOOOO,6,1.45,5,3,a,aBono,VCVCV,2,1,abonó,22,0,3.999707,abogó,OOOOOO;abogó;abonos;abona;abogo;avino;habano;abocó;abone;átono;abinó;aveno;abano;avocó;abolló;asonó;habón;aboné;avón;aboco;jabono;amono;abollo,5,0,0.435091,6,,,,2.9470861007087827,66.66666666666666
aborigen,1009.1926406926408,0.0,0,1,0.0,0.0,1.0,694,2.841985,2.254912,0.512539,0.353755,3.35313,ADJECTIVE,82.276657,aborigen,AQ0CS0,82.276657,2356,5.825339,3.372175,11.371566,8,VCVCVCVC,a·bo·ri·gen,0,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,5,2.7,8,4,a,aBorixen,VCVCVCVC,3,0,,0,0,0.0,,,0,0,0.0,9,,,,3.003974074863541,100.0
aborrecer,991.7923875432526,0.0,0,1,0.0,0.0,1.0,210,2.324282,0.682322,0.225909,-0.163947,2.833989,VERB,100.0,aborrecer,VMN0000,100.0,1763,4.359114,3.246252,10.538154,9,VCVCCVCVC,a·bo·rre·cer,1,3,0,0.523114,aborrecen,OOOOOO;aborrecen;aborreces;aborreced,1,0,0.20578,0,0.0,,,2,0.032492,aborrecerá,OOOOOO;aborrecerá;aborreceré,1,0.971497,aborrece,aborrece;OOOOOO,10,1.7,8,4,a,aBoReser,VCVCVCVC,4,0,,6,1,0.971497,aborrece,aborrece;OOOOOO;aborrecen;aborreces;aborrecerá;aborreceré;aborreced,2,1,0.274554,9,,,,2.9964207705606096,100.0
abra,1311.4745762711864,0.0,0,1,0.0,0.0,1.0,1862,3.270213,6.049922,0.848184,0.781983,3.78175,NOUN,100.0,abra,NCFS000,86.197637,2129,5.264069,3.328176,11.076753,4,VCCV,a·bra,1,11,3,298.64587,obra,obra;abre;abrí;OOOOOO;aura;abro;adra;abia;arra;aíra;afra;abri,4,2,32.294806,2,0.731059,bara,OOOOOO;bara;arba,12,9.27958,abría,abría;cabra;OOOOOO;fabra;abran;labra;abras;habra;abram;jabra;zabra;gabra;abura,2,6.514551,ara,ara;OOOOOO;aba,5,1.0,4,2,a,aBra,VCCV,1,2,habrá;habra,43,13,1202.254729,había,había;ahora;obra;habría;habla;hará;abre;abrí;habrán;abría;cabra;sabrá;ara;OOOOOO;aura;avía;fabra;habré;habrás;abran;ava;hebra;abro;labra;abras;aba;adra;avia;haba;abram;avara;cabrá;abia;avda;aíra;jabra;afra;mavra;abri;zabra;gabra;abrán;abura;avaha,5,5,58.517164,5,,,,3.1177598759464606,100.0
abrazar,863.4808362369338,0.0,0,1,0.0,0.0,1.0,1074,3.031408,3.48959,0.652207,0.543179,3.542774,VERB,99.72067,abrazar,VMN0000,99.72067,6652,16.447433,3.822952,14.614964,7,VCCVCVC,a·bra·zar,1,4,0,1.231429,abrazan,OOOOOO;abrazan;abrasar;abrazas;abrazad,2,0,0.389086,0,0.0,,,4,0.165707,abrazara,OOOOOO;abrazara;abrazará;abrazaré;abrazare,1,2.920988,abraza,OOOOOO;abraza,8,1.55,7,3,a,aBrasar,VCCVCVC,3,1,abrasar,16,0,2.920988,abraza,OOOOOO;abraza;abrazan;abrasa;atrasar;abrazara;abrasan;abrazas;abrazará;abrazaré;abrasará;abrazad;abrasas;abrasara;abrazare;abrasaré;abrasare,3,0,0.36756,8,5.664,6.5,4.783,2.9362527034449863,100.0
abrazo,781.8951310861423,0.0,0,1,0.0,0.0,1.0,1847,3.266702,6.001185,0.845172,0.778472,3.778237,NOUN,100.0,abrazo,NCMS000,96.047645,2557,6.322322,3.407731,11.612629,6,VCCVCV,a·bra·zo,1,5,0,3.850246,abrazó,OOOOOO;abrazó;abraza;abraso;abramo;abruzo,3,0,1.41793,0,0.0,,,1,2.349137,abrazos,OOOOOO;abrazos,1,48.779529,brazo,brazo;OOOOOO,7,1.65,6,3,a,aBraso,VCCVCV,2,3,abrazó;abraso;abrasó,17,0,2.920988,abraza,OOOOOO;abraza;atraso;abrazos;habrás;abras;abrasa;abracé;abrace;abrase;atrasó;abjaso;abramo;habráse;abruzo;ábrase;ábralo;abrasé,6,0,0.78878,7,5.417,6.209,5.909,2.8931485087571778,100.0
abrelatas,1078.4679802955666,0.5403880024060683,1,3,0.7641522640016407,0.7071732007652706,0.6862745098039216,38,1.591065,0.123468,0.050561,-0.897165,2.091554,NOUN,100.0,abrelatas,NCMN000,100.0,38,0.093957,1.579784,2.495716,9,VCCVCVCVC,a·bre·la·tas,1,0,0,0.0,,,0,0,0.0,0,0.0,,,0,0.0,,,0,0.0,,,5,2.8,9,4,a,aBrelatas,VCCVCVCVC,3,0,,0,0,0.0,,,0,0,0.0,7,,,,3.032807255430794,68.62745098039215
abrigado,968.5778546712804,0.0,0,1,0.0,0.0,1.0,225,2.354108,0.731059,0.238312,-0.134121,2.863952,NOUN,77.333333,abrigado,NCMS000,76.888889,1778,4.396202,3.249932,10.562056,8,VCCVCVCV,a·bri·ga·do,1,2,1,0.779797,abrigada,abrigada;OOOOOO;abrogado,2,1,0.419141,0,0.0,,,3,0.237188,abrigados,OOOOOO;abrigados;abrigando;abrigador,0,0.0,,,9,1.75,8,4,a,aBriGaDo,VCCVCVCV,3,0,,4,1,0.779797,abrigada,abrigada;OOOOOO;abrigados;abrogado;abrigador,3,1,0.272929,9,,,,2.9861345352205255,100.0
abrigar,881.4932249322493,0.6811336724325181,1,2,0.982858689712706,0.6930128202169292,0.5769230769230769,338,2.5302,1.098214,0.32185,0.04197,3.040687,VERB,99.408284,abrigar,VMN0000,99.408284,1531,3.785481,3.184975,10.144067,7,VCCVCVC,a·bri·gar,1,3,0,0.386649,abrigan,OOOOOO;abrigan;abrogar;abrigas,2,0,0.173288,0,0.0,,,2,0.071481,abrigara,OOOOOO;abrigara;abrigará,1,0.685571,abriga,OOOOOO;abriga,8,1.7,7,3,a,aBriGar,VCCVCVC,3,0,,6,0,0.685571,abriga,OOOOOO;abriga;abrigan;abrogar;abrigara;abrigas;abrigará,3,0,0.215527,8,,,,2.9452189787047156,57.692307692307686
abrigo,822.0919282511211,0.0,0,1,0.0,0.0,1.0,3276,3.515476,10.644224,1.066111,1.027247,4.027114,NOUN,87.728938,abrigo,NCMS000,84.70696,5441,13.45317,3.735679,13.955296,6,VCCVCV,a·bri·go,0,4,0,0.685571,abriga,OOOOOO;abriga;arrigo;abrego;abrigó,3,0,0.42239,0,0.0,,,1,2.124946,abrigos,OOOOOO;abrigos,0,0.0,,,7,1.75,6,3,a,aBriGo,VCCVCV,2,1,abrigó,7,0,2.124946,abrigos,OOOOOO;abrigos;abriga;abrego;ábrego;abrigue;abrigué;abrogó,3,0,0.49712,7,5.96,6.72,4.983,2.91492038408496,100.0
abril,820.4574132492114,0.5441172126400542,1,4,0.9123831001359892,0.5963692362988249,0.3928571428571428,57096,4.756613,185.513622,2.270711,2.268383,5.268376,DATE,77.180538,[DATE],W,77.180538,1523536,3767.026011,6.182853,38.227668,5,VCCVC,a·bril,0,5,0,49.075202,abrir,OOOOOO;abrir;abrió;avril;atril;abrid,2,0,19.689216,0,0.0,,,1,1.182692,fabril,OOOOOO;fabril,1,0.022744,abri,OOOOOO;abri,6,1.65,5,2,a,aBril,VCCVC,2,1,avril,12,0,125.414045,habría,OOOOOO;habría;abrir;abrí;abría;hábil;fabril;atril;abrid;abrís;gavril;abri;averil,4,0,17.267622,6,6.284,4.015,5.894,2.9140560434380234,39.28571428571428
abrir,766.1522198731501,0.0,0,1,0.0,0.0,1.0,15104,4.179121,49.075202,1.699623,1.690891,4.690862,VERB,97.265625,abrir,VMN0000,97.265625,70819,175.103847,4.85015,23.523953,5,VCCVC,a·brir,1,3,1,185.513622,abril,abril;OOOOOO;abrió;abrid,1,1,77.453302,0,0.0,,,2,4.061441,abrirá,OOOOOO;abrirá;abriré,2,0.045488,abir,OOOOOO;abir;abri,6,1.65,5,2,a,aBrir,VCCVC,2,0,,11,2,185.513622,abril,abril;habría;OOOOOO;abrí;abría;abrirá;avril;abrid;abriré;abrís;abir;abri,3,1,30.829438,6,6.472,5.306,4.19,2.8843150642583013,100.0
abrupto,982.931688804554,0.3510644131078723,1,2,0.4288109647301171,0.8186927153992516,0.912280701754386,510,2.708421,1.657068,0.424403,0.220191,3.21934,ADJECTIVE,95.490196,abrupto,AQ0MS0,95.490196,1387,3.429433,3.142076,9.872644,7,VCCVCCV,a·brup·to,0,1,0,1.527102,abrupta,OOOOOO;abrupta,1,0,1.527102,0,0.0,,,1,0.633585,abruptos,OOOOOO;abruptos,0,0.0,,,8,2.4,7,3,a,aBrupto,VCCVCCV,2,0,,2,0,1.527102,abrupta,OOOOOO;abrupta;abruptos,2,0,1.080344,8,,,,2.9925233365441333,91.2280701754386
absoluta,830.6996996996997,0.0,0,1,0.0,0.0,1.0,14439,4.159567,46.914516,1.680467,1.671337,4.671307,ADJECTIVE,97.949997,absoluto,AQ0FS0,97.949997,32044,79.230541,4.505747,20.301754,8,VCCVCVCV,ab·so·lu·ta,1,1,1,50.647792,absoluto,absoluto;OOOOOO,1,1,50.647792,0,0.0,,,1,2.726039,absolutas,OOOOOO;absolutas,0,0.0,,,9,2.45,8,4,a,aBsoluta,VCCVCVCV,3,0,,2,1,50.647792,absoluto,absoluto;OOOOOO;absolutas,2,1,26.686916,9,,,,2.919444053466577,100.0
absoluto,906.0436241610738,0.0,0,1,0.0,0.0,1.0,15588,4.192818,50.647792,1.713052,1.704588,4.704561,ADJECTIVE,95.47729,absoluto,AQ0MS0,95.47729,31738,78.473939,4.50158,20.264218,8,VCCVCVCV,ab·so·lu·to,1,1,0,46.914516,absoluta,OOOOOO;absoluta,1,0,46.914516,0,0.0,,,1,4.207653,absolutos,OOOOOO;absolutos,0,0.0,,,9,2.45,8,4,a,aBsoluto,VCCVCVCV,3,0,,2,0,46.914516,absoluta,OOOOOO;absoluta;absolutos,2,0,25.561085,9,,,,2.9571491085778345,100.0
absorto,1038.098901098901,0.7098178369619859,1,2,0.9097361225311662,0.7802458530359924,0.675,774,2.889302,2.514844,0.545906,0.401072,3.400511,ADJECTIVE,99.483204,absorto,AQ0MS0,99.483204,1242,3.070913,3.094122,9.573588,7,VCCVCCV,ab·sor·to,1,3,0,0.916261,absorta,OOOOOO;absorta;absorbo;absortó,2,0,0.325998,0,0.0,,,1,0.516615,absortos,OOOOOO;absortos,1,8.808453,aborto,aborto;OOOOOO,8,1.75,7,3,a,aBsorto,VCCVCCV,2,1,absortó,5,1,8.808453,aborto,aborto;OOOOOO;absorta;absortos;abortó;absorbo,4,1,2.126246,8,,,,3.0162387313114607,67.5
abstracto,925.5173116089612,0.5622254966593035,1,2,0.634309554640566,0.8863582339980529,0.84,2326,3.366796,7.557529,0.932348,0.878567,3.87838,ADJECTIVE,77.214101,abstracto,AQ0MS0,77.214101,5226,12.921571,3.718169,13.824784,9,VCCCCVCCV,abs·trac·to,1,2,0,4.581305,abstracta,OOOOOO;abstracta;abstracts,1,0,2.433615,0,0.0,,,1,2.505097,abstractos,OOOOOO;abstractos,0,0.0,,,10,2.45,9,3,a,aBstrakto,VCCCCVCCV,2,0,,2,0,4.581305,abstracta,OOOOOO;abstracta;abstractos,2,0,3.543201,10,,,,2.966384546552921,84.0
absurdo,853.5568720379147,0.4424572587862189,1,3,0.5856099511914299,0.7555494196880274,0.7959183673469388,4967,3.696182,16.138541,1.233974,1.207952,4.207864,ADJECTIVE,72.981679,absurdo,AQ0MS0,72.981679,8852,21.887054,3.947041,15.579136,7,VCCVCCV,ab·sur·do,0,1,0,7.200122,absurda,OOOOOO;absurda,1,0,7.200122,0,0.0,,,1,2.479104,absurdos,OOOOOO;absurdos,0,0.0,,,8,2.05,7,3,a,aBsurDo,VCCVCCV,2,0,,2,0,7.200122,absurda,OOOOOO;absurda;absurdos,2,0,4.839613,8,5.246,2.561,2.794,2.9312324632238926,79.59183673469387
abuela,792.75,0.7699071658075396,1,4,0.8496650696636701,0.9061301838762164,0.5102040816326531,5509,3.741152,17.899582,1.276452,1.252922,4.252843,NOUN,100.0,abuela,NCFS000,95.334907,6328,15.646326,3.801266,14.449627,6,VCVVCV,a·bue·la,1,4,1,24.365396,abuelo,abuelo;OOOOOO;azuela;asuela;amuela,2,1,6.189636,0,0.0,,,1,3.544826,abuelas,OOOOOO;abuelas,1,0.188451,abela,OOOOOO;abela,7,1.7,6,3,a,aBwela,VCVVCV,2,0,,8,1,24.365396,abuelo,abuelo;OOOOOO;abuelas;azuela;abela;asuela;ábrela;hachuela;amuela,5,1,3.570413,7,6.732,6.222,6.293,2.8991362506991263,51.02040816326531
abuelo,788.7032258064517,0.7240743349898705,1,2,0.9348490242345944,0.774536118901878,0.6491228070175439,7499,3.875061,24.365396,1.404242,1.386831,4.386773,NOUN,100.0,abuelo,NCMS000,95.732764,9595,23.724162,3.982045,15.856682,6,VCVVCV,a·bue·lo,0,2,0,17.899582,abuela,OOOOOO;abuela;azuelo,2,0,8.956289,0,0.0,,,1,7.268355,abuelos,OOOOOO;abuelos,0,0.0,,,7,1.85,6,3,a,aBwelo,VCVVCV,2,0,,4,0,17.899582,abuela,OOOOOO;abuela;abuelos;ábrelo;azuelo,4,0,6.303357,7,5.839,6.293,6.485,2.896913617099737,64.91228070175438
abulia,1238.6601307189542,0.3068109323598958,1,3,0.9554524262799172,0.3211158650300083,0.4193548387096774,69,1.845098,0.224192,0.087849,-0.643132,2.35062,NOUN,100.0,abulia,NCFS000,97.101449,71,0.175551,1.851258,3.427157,6,VCVCVV,a·bu·lia,1,3,1,0.890268,apulia,apulia;OOOOOO;abulta;abelia,3,1,0.347659,0,0.0,,,1,0.006498,abulias,OOOOOO;abulias,0,0.0,,,7,1.8,6,3,a,aBulja,VCVCVV,2,0,,4,1,0.890268,apulia,apulia;OOOOOO;abulta;abelia;abulias,4,1,0.262369,7,,,,3.0929521589979205,41.93548387096774
abundancia,880.1638225255973,0.3526883562348638,1,2,0.4394969869215133,0.8024818525043675,0.9090909090909092,5511,3.741309,17.90608,1.276602,1.253079,4.253001,NOUN,100.0,abundancia,NCFS000,98.639085,5608,13.866086,3.748808,14.053561,10,VCVCCVCCVV,a·bun·dan·cia,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,0.321666,abundancias,OOOOOO;abundancias,0,0.0,,,11,3.2,10,4,a,aBundansja,VCVCCVCCVV,3,0,,1,0,0.321666,abundancias,OOOOOO;abundancias,1,0,0.321666,11,5.16,4.693,3.895,2.9445635137379496,90.90909090909092
abundante,885.9181818181818,0.0,0,1,0.0,0.0,1.0,6182,3.791199,20.086262,1.324,1.302969,4.302899,ADJECTIVE,99.579424,abundante,AQ0CS0,99.579424,10505,25.974187,4.021396,16.171626,9,VCVCCVCCV,a·bun·dan·te,1,0,0,0.0,,,0,0,0.0,0,0.0,,,1,14.091575,abundantes,OOOOOO;abundantes,0,0.0,,,10,2.5,9,4,a,aBundante,VCVCCVCCV,3,0,,1,0,14.091575,abundantes,OOOOOO;abundantes,1,0,14.091575,10,,,,2.9473936148603572,100.0
